Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Puerto Rico,PRI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,13751199388,14719522886,15944674778,17324056089,18547294475,20254543713,21773462003,23128473175,24326628602,26607306966,28841766773,30677674605,32878360594,34964458330,35984503917,35748961090,37980800124,40240916849,43030395566,46432733506,48403090442,48958732376,48196619594,47067866989,49858373278,51402707794,53961209440,57074231021,60434974481,63054801855,61263704529,62675459937,65536000404,68579837638,71450561258,74700838792,76429197708,80159009209,84592384062,89151659724,92068670407,97881399724,98778442997,98831210248,1.07478E+11,1.05342E+11,1.03857E+11,1.0265E+11,1.00757E+11,98789551892,98381300000,98028592583,98057290562,97756424655,96592767902,95579081232,94371914641,91648383879,87377939487,88415695430,..
Qatar,QAT,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36044298341,37449372355,40139043104,41632198904,49633455959,53352370952,67314817504,79421829550,93450549191,1.04624E+11,1.25122E+11,1.41858E+11,1.48568E+11,1.56822E+11,1.65187E+11,1.73039E+11,1.78342E+11,1.75671E+11,1.7784E+11,1.79218E+11,..
Romania,ROU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.24868E+11,1.08737E+11,99203723402,1.0072E+11,1.04681E+11,1.11206E+11,1.15552E+11,1.09948E+11,1.07717E+11,1.07311E+11,1.09952E+11,1.1569E+11,1.22287E+11,1.2515E+11,1.38201E+11,1.44652E+11,1.56266E+11,1.6757E+11,1.83167E+11,1.73061E+11,1.66309E+11,1.69479E+11,1.72938E+11,1.79459E+11,1.85935E+11,1.91427E+11,2.0043E+11,2.15101E+11,2.24725E+11,2.34057E+11,..
Russian Federation,RUS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.45999E+12,1.41619E+12,1.34471E+12,1.14931E+12,1.04968E+12,9.1774E+11,8.79714E+11,8.4668E+11,8.58533E+11,8.13031E+11,8.65064E+11,9.51571E+11,1.0001E+12,1.04711E+12,1.12354E+12,1.20444E+12,1.28152E+12,1.38661E+12,1.50447E+12,1.5827E+12,1.45925E+12,1.52492E+12,1.59049E+12,1.65449E+12,1.68354E+12,1.69593E+12,1.66247E+12,1.66569E+12,1.69611E+12,1.73913E+12,1.76246E+12,..
Rwanda,RWA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1031511774,987182286.8,1099067537,991134220.2,867589412.2,928403345.8,993474308.4,1062183166,1136682366,1261801201,1337527257,1353666405,1357227472,1403890149,1423682523,1393588360,1665401877,1698611814,1854049077,2074122997,2259790447,2382637164,2425783064,2570853380,2461829317,2570217466,2710863300,2710211714,2832139396,2831104694,2763178251,2693701460,2851895145,2620643755,1303820922,1763079825,1987796616,2263101527,2463582211,2570794558,2785993669,3022373088,3421086742,3496431578,3756834602,4109146772,4488300945,4830905577,5370094699,5705632175,6124120673,6611503063,7182836112,7521855503,7985740871,8693025511,9212063836,9578362181,10400130536,11380725067,..
Samoa,WSM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,358029245.8,359572480.6,364202185.2,378477076.6,399310643.7,401239697.6,395452618.6,410113287.7,391980329.8,382964745.4,382198845.6,397868960.2,387754739.2,413632106.5,443326640.4,446179101.9,455972238.9,465937206.9,498174444.5,532746564.3,555889054.3,580990127,607860924.9,633126600.6,645591649.9,686410116.9,693336597.3,659999075,663161517.9,690837857.3,662591405.6,659816178.6,660332454,688543101.3,743999467.4,751773366.7,736262229.3,762625022.9,..
San Marino,SMR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1421734395,1527875666,1666138637,1702450125,1797418631,1803005013,1872834797,1958027133,2005511386,2082324148,2230363289,2219190524,1990148833,1881214371,1724795656,1603291832,1590722471,1579549706,1618364423,1658166087,1668154568,1690053624,..,..
Sao Tome and Principe,STP,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,121709802.1,124602695.9,132793425.4,137882366.7,147663429.9,161123899.7,166366235.2,179985264.7,184352215.5,196652166.3,205301325.2,211751843.2,221947259.1,236484656.1,245734374.4,255968638.4,265820826.2,273649961.7,277211853.7,..
Saudi Arabia,SAU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,76790678103,81427212127,1.29182E+11,1.5568E+11,1.91379E+11,2.37636E+11,2.762E+11,2.51539E+11,2.96366E+11,3.17388E+11,3.00821E+11,3.36677E+11,3.55708E+11,3.62619E+11,2.87449E+11,2.41309E+11,2.30061E+11,2.07527E+11,2.42833E+11,2.26727E+11,2.5645E+11,2.5516E+11,2.93927E+11,3.3804E+11,3.51519E+11,3.46725E+11,3.48663E+11,3.49402E+11,3.58617E+11,3.62576E+11,3.73066E+11,3.59027E+11,3.79223E+11,3.74632E+11,3.64071E+11,4.05E+11,4.37231E+11,4.61602E+11,4.74473E+11,4.83237E+11,5.13438E+11,5.02866E+11,5.28207E+11,5.81011E+11,6.12453E+11,6.28984E+11,6.51958E+11,6.7873E+11,6.90069E+11,6.84952E+11,7.01624E+11,7.0395E+11,..
Senegal,SEN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,4366638294,4497351352,4491224369,4574962285,4752650485,4815964795,4954508591,4894073849,5201948951,4861005782,5277207309,5269795501,5606177558,5293171204,5515525444,5931156832,6460245897,6286923617,6038342979,6461128771,6247223558,6563927583,7078740665,6701699138,6952728995,7181019814,7404589356,7855852768,7809312261,8119955464,8065093947,8271223670,8374005801,8482933228,8481463250,8936364231,9116175060,9400967403,9955499688,10587386781,10926076018,11426590430,11501412161,12270077780,12990426097,13720826685,14058574473,14752855076,15351286309,15672516133,16230887978,16467597410,17310309291,17798824507,18975949785,20184156790,21467075637,23057246299,24528196373,25821124786,..
Serbia,SRB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23364348767,24827910882,26617352726,27506605836,24914338850,26442039541,28260927884,30064089626,31383228830,34216568531,36108863544,37953228516,40397236365,42681933020,41515968466,41819468692,42671028784,42380207644,43606113098,42912989430,43688023451,45146586020,46095189764,48167224454,50213615459,..
Seychelles,SYC,GDP (constant 2010 US$),NY.GDP.MKTP.KD,117996015.5,112235123.9,121672505.5,134004747.6,141936818.9,140431478,159946549,160753862.3,172895980.3,172895980.3,188235086.7,218073690.5,231830450.5,252820811.5,256114686.6,264252487.6,307266576.6,288246078.6,349215002.9,404371210,387191407.8,355382941,351410919.6,345404444.2,360986095.8,401148461.5,400439225.9,418074999.1,440637445.1,489983652.9,524260678.4,538732507,577313656.2,613087761.6,608191048,603169565.1,632830581.3,708526965.6,768067310.2,782445580.8,794294458,776254738,785669398.2,739416038.8,718339327.3,783031253.3,856684174.3,945962968.2,925654158.7,915423405.1,969936525.3,1046438131,1059631925,1123401388,1174008208,1231973520,1288183831,1344554703,1395023118,1469133919,..
Sierra Leone,SLE,GDP (constant 2010 US$),NY.GDP.MKTP.KD,863817135.3,879443963.5,919379224.2,935006052.4,997513439.7,1069136459,1087311779,1087706272,1109677110,1204282042,1308097094,1353434647,1365618735,1396435536,1445308383,1469433709,1462833360,1463516150,1498733210,1566345045,1642211027,1689530164,1770319366,1733093062,1804029155,1708211024,1729325313,1854377474,1723087549,1735666088,1793810867,1836000593,1486923459,1507361956,1478007826,1359770846,1383618798,1302302387,1325548670,1299312276,1385751986,1297819716,1640668859,1793466334,1911798254,1997926595,2082317301,2250113452,2371580994,2447188210,2578026297,2740829819,3156936273,3810919876,3984574820,3163801389,3355384560,3496685933,3617187416,3816410758,..
Singapore,SGP,GDP (constant 2010 US$),NY.GDP.MKTP.KD,5768016072,6237353063,6708525608,7382103260,7153012025,7713420724,8498614168,9561682220,10855112277,12356736495,14079544947,15827345171,17934843345,19836406500,21049919367,21888061479,23515915321,25127390375,27081619805,29669044703,32669539808,36203122101,38774309408,42091296350,45792125834,45506909010,46118007234,51097723541,56853243727,62628743211,68779542852,73379864304,78252059516,87221916827,96901498081,1.03879E+11,1.11641E+11,1.20929E+11,1.18274E+11,1.25044E+11,1.36347E+11,1.34889E+11,1.4017E+11,1.46528E+11,1.60916E+11,1.72758E+11,1.88315E+11,2.05305E+11,2.09141E+11,2.09394E+11,2.39809E+11,2.55008E+11,2.66386E+11,2.79272E+11,2.90269E+11,2.98944E+11,3.0864E+11,3.22025E+11,3.33096E+11,3.35539E+11,..
Sint Maarten (Dutch part),SXM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40872727875,41649852090,44234446022,46819284102,49918671716,52876771612,55032079761,54973792939,55615077762,57424671557,60014204964,63314435397,66656728458,71071712348,77107959092,85460315453,90224630923,85302396201,90310718349,92882061539,94643794862,95274628920,97791393748,1.025E+11,1.04686E+11,1.07872E+11,1.11937E+11,1.14531E+11,..
Slovenia,SVN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31023523366,28262396303,26718224384,27477935537,28941818635,30130504957,31095586781,32665849687,33737082274,35536168383,36841188520,38026207577,39359253571,40524389923,42290926202,43897124009,46419626983,49659791568,51402771550,47522665316,48161250405,48576076611,47293940819,46807152434,48102848757,49165960970,50735265933,53167285644,55498406198,57265665047,..
Solomon Islands,SLB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,418276021.8,410776628.5,403910986.7,419649150.1,420388526.9,407185369.7,406340367.6,440562951.2,446055464.6,465068011.1,475313661.1,503832480.8,567841387.1,590550817.6,638399059.5,702830466.9,714132369.5,707583603.5,716773001,713287367.5,611464618.7,562771374.8,547033211.3,582734548.5,621499018.2,655932852.3,687831680.3,718463005.1,760184982,779620029.5,846797693.6,908377219,925277260.3,974604255.8,984849905.8,998792439.9,1057520083,1114029596,1157969704,1171806613,..
Somalia,SOM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,GDP (constant 2010 US$),NY.GDP.MKTP.KD,79070958914,82111040763,87183764870,93612358103,1.01045E+11,1.07232E+11,1.11991E+11,1.20051E+11,1.25037E+11,1.30933E+11,1.37806E+11,1.43702E+11,1.4608E+11,1.52759E+11,1.62094E+11,1.64842E+11,1.68551E+11,1.68393E+11,1.73469E+11,1.80044E+11,1.91964E+11,2.02255E+11,2.01479E+11,1.97759E+11,2.07843E+11,2.05325E+11,2.05362E+11,2.09676E+11,2.18482E+11,2.23715E+11,2.23004E+11,2.20733E+11,2.16016E+11,2.1868E+11,2.25678E+11,2.32674E+11,2.42679E+11,2.48989E+11,2.50234E+11,2.56239E+11,2.67001E+11,2.7421E+11,2.84357E+11,2.92743E+11,3.06076E+11,3.22228E+11,3.40285E+11,3.58526E+11,3.69967E+11,3.64276E+11,3.75349E+11,3.87677E+11,3.96257E+11,4.06105E+11,4.13606E+11,4.18543E+11,4.20213E+11,4.26157E+11,4.29511E+11,4.30167E+11,..
South Sudan,SSD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13177336585,13841690704,14602072411,13924490001,7507789479,8493542052,8780084304,7832417791,..,..,..,..,..
Spain,ESP,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2.24627E+11,2.5122E+11,2.76225E+11,3.02733E+11,3.18803E+11,3.38739E+11,3.63284E+11,3.79052E+11,4.04058E+11,4.40047E+11,4.58928E+11,4.80266E+11,5.19406E+11,5.5986E+11,5.91317E+11,5.94523E+11,6.14165E+11,6.31599E+11,6.40839E+11,6.41105E+11,6.55266E+11,6.54398E+11,6.62554E+11,6.74282E+11,6.86316E+11,7.02249E+11,7.25095E+11,7.65317E+11,8.04305E+11,8.43129E+11,8.75011E+11,8.97289E+11,9.05626E+11,8.96285E+11,9.17645E+11,9.42949E+11,9.68036E+11,1.00388E+12,1.04798E+12,1.09504E+12,1.15248E+12,1.19781E+12,1.23052E+12,1.26722E+12,1.30679E+12,1.35451E+12,1.41009E+12,1.46091E+12,1.47388E+12,1.41841E+12,1.42072E+12,1.40915E+12,1.36745E+12,1.34782E+12,1.36647E+12,1.41888E+12,1.46189E+12,1.50536E+12,1.54194E+12,1.57201E+12,..
Sri Lanka,LKA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,5924493034,6150691336,6305488774,6551808521,6718024859,7055524282,7509831214,7945483594,8558622235,8887840753,9003996424,8967036826,9599876388,9969071394,10579799952,10932647568,11490277126,12139918649,12917305250,13672454340,14451719262,15050236594,15774753624,16579131431,17407989584,18166202738,18479680674,18936624973,19372035059,20611844394,21559986607,22508624131,24061733434,25409170950,26806697009,27825342704,29607667122,30998760577,32331874830,34271798041,33742158886,35079926055,37163768055,39187357999,41633334151,44825899741,47872638203,50721102373,52516077579,56725749222,61493396998,67116705113,69395808982,72838327289,76485840044,79917480155,82777063198,85514018430,87466701369,..
St. Kitts and Nevis,KNA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,188993392.2,196382852.7,211303383.7,229137645,232682183,233956671.9,236733083.6,257721382.9,279756737.1,310129908.9,330444488.6,360929231.7,380707410.4,399275468.3,391830222.1,408557351.7,436347216.1,459481119.6,484215643.7,512507579.5,547480926.4,544816086.1,562358545.3,618504713.6,651345330,660253878.3,634283486.2,659631653.1,723832419.2,746631608.5,751115921,797096217.1,764830622.5,760170370.4,774069593.8,756823228,797568250,847693853.1,856456500.3,880663205.8,863249482.9,888490369.6,913748421.2,..
St. Lucia,LCA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,407178664.8,449166687.3,466202386.8,455850231.8,484615535.5,494726273.5,519291332.6,557020826.8,603185404.3,690056282.6,717132237.6,816811207.9,890169056.8,978213021.3,981887952.7,1059978242,1066160032,1083203242,1102140081,1134351094,1126477221,1197292888,1229267833,1229867084,1187952427,1192899661,1243772197,1334162207,1328688077,1411003722,1434872523,1505888983,1463288897,1486758037,1568283096,1565148855,1515465120,1542117088,1521136822,1581782553,1636968553,1680175722,1709223245,..
St. Martin (French part),MAF,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,GDP (constant 2010 US$),NY.GDP.MKTP.KD,141860602.9,148283034.3,153760997.8,144127350.7,149416429,150738667.4,150738667.4,136382597.9,145260703.9,149416387.4,165472507.4,170383815.1,214396491.4,190595618.6,173783957.6,160561241.2,177222392.7,200667871.6,220287262.2,227739265.7,233303396.5,244068013.7,254993546.9,260521496,277683740.4,294838785.6,311351922.3,312715877.8,356728175.6,361740478.6,376752392.4,381031331.2,405330091.2,422560767.3,417288319.9,449700830.4,455489043.1,471457684.6,490737867.6,504041368.5,512303508.1,521060125.5,553999710.3,596601131.5,621397570.6,636857972.3,685821912.1,708745921.6,719975800.8,704863067.7,681225925.9,678369571.7,687745232.2,700351441.7,708853980.8,718283691.6,731912700.5,739234446.8,755225041.1,758962832.1,..
Sudan,SDN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,8261105030,8262954802,8834407713,8582894627,8486727660,9061879480,8737903924,8862338778,9036326058,9161872299,9704720078,9922815620,9419630982,9479181442,10564101166,12224087658,14261258727,15148858618,14250381825,13535212258,13741530872,14763565978,15643277628,15965920494,15166202422,14213606639,14983104440,17113834431,17057171926,18580615102,17564245464,18883480243,20125609398,21045098015,21256859735,22531653237,23865329902,26387116383,27524006375,28378377868,30179232202,32140991067,34206780598,36852535417,38283632611,41150976445,45292537460,50511102878,54451960605,56217210168,58167563413,57023002676,57320409055,59839466683,61442820713,64457231229,67486705652,68004910085,66447632082,64784090846,..
Suriname,SUR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,960060872.2,1006143794,1045383402,1103924872,1175679989,1316761588,1569579813,1759498970,1893220892,1978415832,2031833059,2111074549,2098408101,2060636756,2068879303,2126807923,2313967020,2549991656,2718291106,2701981359,2464207000,2639165697,2528320737,2429716229,2383551620,2431222653,2450672434,2298730743,2478031741,2582109074,2465914166,2532493826,2542623802,2372268046,2452925148,2452925148,2477454412,2618669279,2678898705,2641394123,2696863364,2810131626,2888815337,3070810677,3331829593,3481761947,3683479343,3871759941,4032182695,4153700530,4368398048,4623921716,4748321396,4887610614,4900098613,4732951552,4469742961,4548513415,4665708481,4678196480,..
Sweden,SWE,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.35191E+11,1.42872E+11,1.48957E+11,1.56893E+11,1.67595E+11,1.74E+11,1.77638E+11,1.83616E+11,1.90297E+11,1.99829E+11,2.14395E+11,2.1642E+11,2.21374E+11,2.30158E+11,2.37519E+11,2.43582E+11,2.4616E+11,2.4223E+11,2.46473E+11,2.55938E+11,2.60288E+11,2.61472E+11,2.64737E+11,2.69769E+11,2.81179E+11,2.87253E+11,2.94984E+11,3.04878E+11,3.1268E+11,3.20981E+11,3.23403E+11,3.19697E+11,3.15993E+11,3.09466E+11,3.21628E+11,3.34284E+11,3.39564E+11,3.49991E+11,3.65082E+11,3.80587E+11,3.98727E+11,4.04507E+11,4.13394E+11,4.22942E+11,4.41285E+11,4.539E+11,4.75064E+11,4.91403E+11,4.89189E+11,4.67959E+11,4.95813E+11,5.11655E+11,5.08645E+11,5.14687E+11,5.28366E+11,5.52086E+11,5.63518E+11,5.77988E+11,5.89259E+11,5.9669E+11,..
Switzerland,CHE,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,3.06456E+11,3.18945E+11,3.29153E+11,3.39192E+11,3.44127E+11,3.19063E+11,3.14585E+11,3.22241E+11,3.23559E+11,3.3162E+11,3.46881E+11,3.52436E+11,3.47821E+11,3.50044E+11,3.60575E+11,3.73821E+11,3.80769E+11,3.86806E+11,3.99484E+11,4.16785E+11,4.321E+11,4.28143E+11,4.27956E+11,4.27416E+11,4.32844E+11,4.34925E+11,4.37274E+11,4.47507E+11,4.60887E+11,4.68697E+11,4.87149E+11,4.93543E+11,4.94345E+11,4.94541E+11,5.0827E+11,5.24104E+11,5.45009E+11,5.67419E+11,5.79645E+11,5.66765E+11,5.83783E+11,5.93665E+11,5.99638E+11,6.10743E+11,6.25702E+11,6.34045E+11,6.44968E+11,6.56573E+11,6.74633E+11,6.80899E+11,..
Syrian Arab Republic,SYR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tajikistan,TJK,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6264750611,6484016875,6406208669,7296671744,6822388033,6781453730,6299970576,4472979043,3739410486,2942916127,2577514178,2147069350,2183154590,2299142704,2384200654,2582669253,2830110563,3136834880,3479644147,3840496251,4095670102,4384351727,4724583528,5098323104,5296791703,5642178580,6059735935,6513378385,6995373678,7464481210,7912968730,8456824206,9101022171,9765396816,10450075054,..
Tanzania,TZA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11377108482,11805393292,12637091708,12898930758,12974302065,13130746305,13336591994,13812696574,14440396172,14949460309,15503862778,16257949540,16992936425,18024545018,19303061141,20591113842,22136232861,23791208301,25345302699,27060808434,28599598807,30106541769,32014249841,34470432851,36021655262,38464494648,41054102083,43583292909,46576208275,49736720778,52444869125,55482146264,..
Thailand,THA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,15639909036,16478543840,17723374971,19141214978,20448750635,22121798201,24582299297,26700305862,28868976863,30760085350,34269180219,35946784676,37484770748,41321874196,43167413801,45313009194,49539267957,54415647585,60018144736,63242179336,66514039417,70442935769,74213287362,78357507587,82864968558,86715902818,91514611527,1.00226E+11,1.13544E+11,1.27386E+11,1.41611E+11,1.5373E+11,1.66157E+11,1.79868E+11,1.94252E+11,2.10026E+11,2.21897E+11,2.15787E+11,1.99313E+11,2.08427E+11,2.17712E+11,2.25211E+11,2.39059E+11,2.56246E+11,2.72362E+11,2.83768E+11,2.97865E+11,3.14054E+11,3.19474E+11,3.17267E+11,3.41105E+11,3.43971E+11,3.68884E+11,3.78797E+11,3.82526E+11,3.94514E+11,4.08043E+11,4.24635E+11,4.42261E+11,4.52675E+11,..
Timor-Leste,TLS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,566700966,659343478.3,615162920.5,601738370.4,604145345.1,622379554.3,596823630.9,657871671.6,732447776.5,805616566.6,881826900,933017880.7,989200214.8,1010163586,1055111510,1085815625,1122352213,1076295258,1064952158,1264348739,..
Togo,TGO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,592132789.1,664191307.5,689255581.5,723716253.4,827106438.8,954974718.1,1044825607,1102294897,1157670796,1283056596,1315444828,1315444828,1415749568,1470078731,1541125418,1578737219,1546349068,1653960820,1836647979,1741734738,1995626647,1929467910,1860346602,1759627292,1857384355,1960572312,1991676876,2001837659,2134807118,2221480750,2216067976,2200556220,2112958969,1793990328,2062773393,2224615134,2421186835,2769290008,2705599756,2772746017,2751022118,2773675100,2879813177,3073341559,3043263831,2901256030,2978143147,2943146380,3062704427,3232314271,3429461495,3648885268,3887650332,4125276858,4369517529,4620453172,4877307828,5089832318,5340819851,5625948588,..
Tonga,TON,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,208003802,217865814.3,222184792.2,226047234.7,240872460,245975730.5,253319674.9,248552522.8,249521646,244421195.4,260100668,260756084,270503269.9,283900016.7,304847681.2,310351801.2,314148799.2,321872961.4,333817283.8,336741490.1,349365678.3,366302971.1,374757410.4,365723131.2,366019490.9,365475456.6,366466243.4,383874011.7,363915983.2,366840012.4,391852177.5,395077523.4,396311381.8,404311721.5,409049803,435928467.7,450411896.9,451763175,455079252.3,..
Trinidad and Tobago,TTO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,3397615808,3874541546,3980799420,4203907195,4524686324,4556080873,4740912944,4837746931,5090042284,5229035285,5413810342,5470132150,5786324760,5882170645,6106140410,6196387051,6593274650,7194699343,7915355000,8200257716,9052330926,9466674992,9826344085,8814198367,8307302089,7965089462,7703901192,7352466281,7064269891,7005642512,7111369416,7332704237,8072792573,8018776326,8304820560,8621227010,9236306508,9931140420,10738002279,11599707380,12400244898,12917152080,13942348940,15955762092,17224253398,18293696591,20709938758,21694532676,22430354184,21445273759,22157948396,22092725498,22373295239,22872012726,22663295325,23076489057,21623490164,21123530071,21071732282,21071140166,..
Tunisia,TUN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,5059838759,5234649504,5243127148,5788922454,6063769806,6346925527,7017173397,8262210703,8208122677,8870910717,9505721951,10254473662,10604263588,11287228378,12028519491,12920884030,13633350985,13566038005,14201188696,15017592776,15865872502,15636295166,16684141330,16696180453,16987812491,18338312910,19054340646,20541670812,20991498253,21658694425,22168035420,23752181151,25044523893,26242594453,27831487634,29142311723,30248607447,30648664524,32089890946,34090950398,35279543594,37129671720,39620931745,41299978413,42556922174,44050929160,43206394579,44933645382,46225723068,47599273439,48167866634,48726421685,49660472265,50983652368,51515434978,..
Turkey,TUR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,87220338180,88228665807,93144262912,1.01589E+11,1.07135E+11,1.1016E+11,1.22512E+11,1.2831E+11,1.37007E+11,1.42598E+11,1.47209E+11,1.55404E+11,1.66943E+11,1.7239E+11,1.82034E+11,1.95093E+11,2.15502E+11,2.22844E+11,2.26193E+11,2.24781E+11,2.1928E+11,2.2993E+11,2.38123E+11,2.4996E+11,2.66737E+11,2.78051E+11,2.97548E+11,3.25772E+11,3.33332E+11,3.34299E+11,3.65276E+11,3.67907E+11,3.86434E+11,4.16001E+11,3.96581E+11,4.27825E+11,4.59397E+11,4.94208E+11,5.0609E+11,4.89575E+11,5.23519E+11,4.93416E+11,5.25231E+11,5.55501E+11,6.09917E+11,6.64763E+11,7.1095E+11,7.46807E+11,7.52894E+11,7.16581E+11,7.76968E+11,8.63989E+11,9.05361E+11,9.82188E+11,1.03071E+12,1.09342E+12,1.12975E+12,1.21451E+12,1.25044E+12,1.26191E+12,..
